Customer ID,Customer Name,Company Name,DBA Name,Credit Insurance Amount
"54433","10668-103","401 Broadway","","100000"
"54434","10668-104","120 Stagecoach Trail","","100000"
"54435","10668-105","810 S Stagecoach Trail","","100000"
"54436","10668-106","830 Jacobs Well Rd","","100000"
"54437","10668-107","20290 FM 150","","100000"
"54438","10669-101","100 Convention Center Way","","80000"
"54439","10669-102","2651 TX 146 BUS","","80000"
"54440","10669-103","7404 Hillcroft Avenue","","80000"
"54441","10669-104","1006 Jordan Ranch","","80000"
"54442","10669-105","8255 Tewantin Drive","","80000"
"54443","10669-106","750 Fish Creek Thoroughfare","","80000"
"54444","10669-107","1401 Harborside Drive","","80000"
"54445","10669-109","2805 Decker Dr","","80000"
"54446","10669-110","2311 Westheimer Rd","","80000"
"54447","10669-111","1457 E Business I-20","","80000"
"54448","10669-112","4148 Jaguar Pkwy","","80000"
"54449","10669-113","21814 Katy Fwy Suite 100","","80000"
"54450","10669-114","2310 1/2 Atascosita","","80000"
"54451","10682-101","581 Interstate 45","","50000"
"54452","10684-103","2620 W Orange Blossom Trail","","60000"
"54453","10684-104","4831 Village Shops Way","","60000"
"54454","10684-105","5612 126th Ave N","","60000"
"54455","10684-106","9610 Old Cutler Rd","","60000"
"54456","10684-101","2251 Sylvan Rd","","60000"
"54457","10684-111","1501 W 1st St","","60000"
"54458","10684-110","1011 Richardson Ave","","60000"
"54459","10684-113","674 Country Road 27-A","","60000"
"54460","10684-102","10200 Strang Rd","","60000"
"54461","10684-107","10712 1/2 Langston Ave","","60000"
"54462","10684-108","4000 Highway 80","","60000"
"54463","10684-109","8286 IH 20","","60000"
"54464","10684-112","3137 SE 1st St","","60000"
"54465","12067-101","9700 Clinton Dr","","50000"
"54466","12067-102","9600 Clinton Drive","","50000"
"54467","10716-101","7012 Banyan Street","","70000"
"54469","10176-102","2627 Tidal Rd","","60000"
"54470","10176-103","12850 Memorial Dr","","60000"
"54471","10176-104","2402 S Battleground Rd","","60000"
"54472","10176-105","760 Heights Rd","","60000"
"54473","12208-101","9550 Cypress Creek Parkway","","25000"
"54474","12208-102","3501 Galaznik RD","","25000"
"54476","12006-100","29.72593, -95.92016","","100000"
"54477","12006-101","29.8858179, -95.8035580","","100000"
"54478","12006-102","29.88356, -95.79099","","100000"
"54479","12006-103","40732 Guillemont Ln","","100000"
"54480","12006-104","29.75742, -95.91139","","100000"
"54481","12006-105","30.17180, -95.26587","","100000"
"54482","12006-106","30.21078 , -95.33844","","100000"
"54483","12006-107","30.22614, -95.68942","","100000"
"54484","12006-110","29.523917, -95.018083","","100000"
"54485","12006-111","29.41311, -94.91006","","100000"
"54486","12006-112","3023 Royal Albatross Dr","","100000"
"54487","12006-113","17607 Mueschke Rd","","100000"
"54488","10732-101","10555 Westpark Dr","","300000"
"54489","10732-102","777 Igloo Road","","300000"
"54490","10732-103","10658 Hwy 90 W","","300000"
"54491","10732-104","12223 SW Sreeway","","300000"
"54492","10732-105","4401 Garth Rd","","300000"
"54493","10732-106","6811 Dixie Dr","","300000"
"54494","10732-107","201 Kincaid School Dr","","300000"
"54495","10732-108","5622 Luce Street","","300000"
"54496","10732-109","3200 Mecom Rd","","300000"
"54497","10732-110","1250 Hall Court","","300000"
"54498","10732-111","20370 Franz Rd","","300000"
"54499","10732-112","2402 Waller St","","300000"
"54500","10732-113","9000 Six Pines Dr","","300000"
"54501","10732-114","2001 E State Hwy 21","","300000"
"54502","10732-115","515 Exeter RD","","300000"
"54503","10732-116","14408 Alice Rd","","300000"
"54504","10732-117","2616 Blodgett St","","300000"
"54505","10732-118","19502 McKay Blvd Suite 200","","300000"
"54506","10732-119","4724 South Parkway","","300000"
"54507","10732-120","18511 Beaumont Highway","","300000"
"54508","10732-121","900 Igloo Road","","300000"
"54509","10732-122","8419 Ginger Dr","","300000"
"54510","10732-123","600 New Meister Ln","","300000"
"54511","10732-125","3939 Fuji Film Way","","300000"
"54512","10732-126","2555 Jimmy Johnson Blvd","","300000"
"54513","10732-127","6021 Navigation Blvd","","300000"
"54514","10732-128","1111 North Post Oak Dr","","300000"
"54515","10732-129","2801 West Sam Houston Pkwy N","","300000"
"54516","10732-130","25600 Longenbaugh Rd","","300000"
"54517","10732-131","4000 Spencer Highway","","300000"
"54518","10732-132","6650 North Houston Rosalyn Rd","","300000"
"54519","10732-133","12539 Perry Rd","","300000"
"54520","10732-134","6900 Lawndale Street","","300000"
"54521","10732-135","500B Ameriport Parkway","","300000"
"54522","10732-136","445 Woodline Dr","","300000"
"54523","10732-137","3820 Shaver Street","","300000"
"54524","10732-138","16597 I45","","300000"
"54525","10732-139","19802 Imperial Valley Dr","","300000"
"54526","10732-140","6600 Delhi Rd","","300000"
"54527","10732-141","11845 Grand Pkwy","","300000"
"54528","10732-142","24655 Bellaire Blvd","","300000"
"54529","10732-144","14520 State Hwy 3","","300000"
"54530","10732-145","9502 Bayport Boulevard","","300000"
"54531","10732-146","14990 Yorktown Plaza Drive","","300000"
"54532","10732-147","4404 Haygood St","","300000"
"54533","10732-148","5000 B Ameriport Parkway","","300000"
"54534","10732-150","5710 Bridge Forest DR","","300000"
"54535","10732-201","8360 Market St","","300000"
"54536","10732-202","13467 Columbia Shuttle St","","300000"
"54537","10732-203","132 East Hospital Drive","","300000"
"54538","10732-215","29.986730, -95.338770","","300000"
"54539","10732-216","3302 San Augustine Ave","","300000"
"54540","10732-217","8550 Mosley Rd","","300000"
"54541","10732-280","7800 Fannin Street","","300000"
"54542","10732-281","2698 Greenhouse Road","","300000"
"54543","10732-282","14311 Belle River Ln","","300000"
"54544","10733-102","32.331589, -103.878098","","120000"
"54545","10733-109","32.2812039, -103.6237782","","120000"
"54546","10733-113","32.319238, -104.019420","","120000"
"54547","10733-120","33.162240, -103.141460","","120000"
"54548","10733-121","32.210712, -103.5947","","120000"
"54549","10733-122","32.28161, -103.62381","","120000"
"54550","10733-124","32.333882 , -104.049373","","120000"
"54551","10733-100","33.211126, -103.058934","","120000"
"54552","10733-101","31.519373, -102.890868","","120000"
"54553","10733-103","Culberson County","","120000"
"54554","10733-104","2119 N Pecos","","120000"
"54555","10733-105","31°45'286"N 104°08'402"W","","120000"
"54556","10733-106","31°39'178"N 104°04'092"W","","120000"
"54557","10733-107","31.655333, -104.068889","","120000"
"54558","10733-108","33.229600, -103.061840","","120000"
"54559","10733-110","Will Call","","120000"
"54560","10733-112","33.179427, -103.018432","","120000"
"54561","10733-115","33.197416, - 103.084472","","120000"
"54562","10733-116","33.212271, -103.051868","","120000"
"54563","10733-117","33.15282, -102.98276","","120000"
"54564","10733-118","33.189150, -103.036040","","120000"
"54565","12400-101","18910 W industrial Pkwy","","25000"
"54566","11665-101","8432 Talton Street","","100000"
"54567","11665-102","8219 Kellett St","","100000"
"54568","11665-103","8510 Talton St","","100000"
"54569","11665-104","8901 Talton Street","","100000"
"54570","11665-105","29.91768, -95.62490","","100000"
"54571","11665-106","9522 Old Huffmeister Rd","","100000"
"54572","11665-107","10414 W Sam Houston Pkwy N","","100000"
"54573","11665-108","9898 W Sam Houston Pkwy North","","100000"
"54574","11665-109","29.92639, -95.55521","","100000"
"54575","11665-110","29.92671, -95.55479","","100000"
"54576","11948-101","2323 East Mossy Oaks Rd","","25000"
"54577","11948-102","100 University Dr","","25000"
"54578","11948-103","14910 Henry Rd","","25000"
"54579","11948-104","2930 Chestnut Ridge Rd","","25000"
"54580","11948-105","1302 Keefer RD","","25000"
"54581","11948-106","39132 Todd Lane #205","","25000"
"54582","11948-107","4715 Campbell Rd","","25000"
"54583","11948-108","440 Kohlenberg Road","","25000"
"54584","11948-109","1717 Post Oak Blvd","","25000"
"54585","11948-110","2008 Whitis Avenue","","25000"
"54586","11948-111","7230 Wyoming Springs Dr","","25000"
"54587","11948-112","11212 TX - 151","","25000"
"54588","11948-113","600 New Meister Lane","","25000"
"54589","11948-114","1809 Titan","","25000"
"54590","11948-118","2500 Broadway St","","25000"
"54591","11948-119","7515 Iowa Colony Blvd","","25000"
"54592","11948-120","300 W 20th St","","25000"
"54593","11948-121","530 Hoover Avenue","","25000"
"54595","10742-103","8115 W Industrial","","40000"
"54596","10742-105","10501 East Hwy 80 W","","40000"
"54597","10751-403","11427 1/2 Mason RD","","200000"
"54598","10751-100","15240 Vintage Preserve Pkwy","","200000"
"54599","10751-101","283 Lockhaven Drive","","200000"
"54600","10751-102","13931 Service Center Road","","200000"
"54601","10751-103","267355 FM 1093","","200000"
"54602","10751-104","32259 Morton Road","","200000"
"54603","10751-105","5003 Atascocita Rd","","200000"
"54604","10751-106","710 Creek Knoll","","200000"
"54605","10751-107","10431 Westmoor Drive","","200000"
"54606","10751-108","15905 Squyres Rd","","200000"
"54607","10751-109","17105 Cypresswood Drive","","200000"
"54608","10751-110","21015 Maple village dr","","200000"
"54609","10751-111","22023 Kingsland Blvd","","200000"
"54610","10751-112","15801 W Little York","","200000"
"54611","10751-113","5024 Cairnleagh Dr","","200000"
"54612","10751-114","16608 Pine Forest Ln","","200000"
"54613","10751-115","2031 Cloverfield Dr","","200000"
"54614","10751-116","157465 House Rd","","200000"
"54615","10751-117","158385 House Rd","","200000"
"54616","10751-118","14950 Mueschke Rd","","200000"
"54617","10751-119","14820 1/2 Mueshke Rd","","200000"
"54618","10751-120","9804 Queenston Blvd","","200000"
"54619","10751-121","16550 Silver Sky Lane","","200000"
"54620","10751-122","16427 Sky Blue LN","","200000"
"54621","10751-123","19555 1/2 Mound Rd","","200000"
"54622","10751-124","8603 Flagman Trl","","200000"
"54623","10751-125","19550 Misty Cove Dr","","200000"
"54624","10751-126","19103 Cypress Flower Dr","","200000"
"54625","10751-127","19702 Morton Rd","","200000"
"54626","10751-128","1350 Brushbird Ln","","200000"
"54627","10751-129","16010 Northview Park Dr","","200000"
"54628","10751-130","16042 West Rd","","200000"
"54629","10751-131","11420 Spears-Gears Rd","","200000"
"54630","10751-132","11907 Midwood Dr","","200000"
"54631","10751-133","19627 1/2 Tuckerton Rd","","200000"
"54632","10751-134","12710 Fry Road","","200000"
"54633","10751-135","16432 House & Hahl Rd","","200000"
"54634","10751-136","17201 1/2 Copper Crossing CT","","200000"
"54635","10751-137","9603 NEldridge","","200000"
"54636","10751-138","11210 Steepleway","","200000"
"54637","10751-139","19432 Towne Lake","","200000"
"54638","10751-140","19616 ½ Summit Point Crossing","","200000"
"54639","10751-141","53335 Ranch Point Dr","","200000"
"54640","10751-142","5330 1/2 Falcon Landing","","200000"
"54641","10751-143","245615 Summer Set Ridge","","200000"
"54642","10751-144","30.069288, -95.531952","","200000"
"54643","10751-145","637 Cypress Oaks","","200000"
"54644","10751-146","12425 Kil Kenny Glenn Dr","","200000"
"54645","10751-147","25503 Myrtle Springs","","200000"
"54646","10751-148","19230 Saums Rd","","200000"
"54647","10751-149","9805 Queenston Blvd","","200000"
"54648","10751-150","30.069536, -95.532057","","200000"
"54649","10751-151","15922 Timber Grove Ct","","200000"
"54650","10751-152","11555 Compaq Center Dr","","200000"
"54651","10751-153","11318 Parkriver Dr","","200000"
"54652","10751-154","13815 Cedar Point Dr","","200000"
"54653","10751-155","11535 Cypresswood Dr","","200000"
"54654","10751-156","14500 Balcrest Dr","","200000"
"54655","10751-157","13606 Holston Hills Dr","","200000"
"54656","10751-158","15903 Squyres Rd","","200000"
"54657","10751-159","16403 Squyres Rd","","200000"
"54658","10751-160","7626 Louetta Rd","","200000"
"54659","10751-161","20055 1/2 Taccoa Drive","","200000"
"54660","10751-162","3455 1/2 Elrod","","200000"
"54661","10751-163","17610 Mound Road","","200000"
"54662","10751-164","10923 1/2 Mayberry Heights Drive","","200000"
"54663","10751-165","15527 1/2 Victoria Reach Drive","","200000"
"54664","10751-166","13891 Lockwood Drive","","200000"
"54665","10751-167","8350 Fallbrook Drive","","200000"
"54666","10751-168","9626 1/2 Fallbrook Pines Drive","","200000"
"54667","10751-169","11303 Huntcrest Lane","","200000"
"54668","10751-170","15299 Loys Cove Court","","200000"
"54669","10751-171","9949 N Sam Houston Pkwy E","","200000"
"54670","10751-172","12114 1/2 Pearl Manor  Drive","","200000"
"54671","10751-173","16055 1/2 Timber Forest Drive","","200000"
"54672","10751-174","16226 Mesa Drive","","200000"
"54673","10751-175","12051 Mighty Oaks Road","","200000"
"54674","10751-176","13415 Bammel North Houston Road","","200000"
"54675","10751-177","931 E Cypresswood","","200000"
"54676","10751-178","2230 FM 2920","","200000"
"54677","10751-179","7002 Lonesome Woods","","200000"
"54678","10751-180","13225 1/2 Will Clayton Pkwy","","200000"
"54679","10751-181","17691 Artravia Pkwy","","200000"
"54680","10751-182","17690 Artavia Parkway","","200000"
"54681","10751-183","15600 HWY 242","","200000"
"54682","10751-184","325 1/2 New Hope Ln","","200000"
"54683","10751-185","2136 FM 1463","","200000"
"54684","10751-186","14415 1st ST","","200000"
"54685","10751-187","920 Cummings Rd","","200000"
"54686","10751-188","3750 Clayhead Rd","","200000"
"54687","10751-189","3860 McCrary Rd","","200000"
"54688","10751-190","4506 Farmer Rd","","200000"
"54689","10751-191","1427 Brady Creek Ln","","200000"
"54690","10751-192","16125 W Denver Mills Rd","","200000"
"54691","10751-193","16403 Old Richmond Rd","","200000"
"54692","10751-194","15924 Old Richmond Rd","","200000"
"54693","10751-195","21675 Katy Fwy","","200000"
"54694","10751-196","4040 Falcon Landing Blvd","","200000"
"54695","10751-197","25300 Lisburn Dr","","200000"
"54696","10751-198","17050 Thompson Bend Drive","","200000"
"54697","10751-199","8701 Hertz Road","","200000"
"54698","10751-200","7022 Alvin A Klein Dr","","200000"
"54699","10751-201","16419 Old Louetta Rd","","200000"
"54700","10751-202","11018 Burney Rd","","200000"
"54701","10751-203","27914 South Firethorn","","200000"
"54702","10751-204","29.835735, -95.668758","","200000"
"54703","10751-205","12353 Huffmeister Rd","","200000"
"54704","10751-206","17504 House Hahl Rd","","200000"
"54705","10751-207","9600 Longstreet Rd","","200000"
"54706","10751-208","16700 Holly St","","200000"
"54707","10751-209","3926 Sutton Shadow Ln","","200000"
"54708","10751-210","3562 Junction Bend Ln","","200000"
"54709","10751-211","4303 Longmont Hills Ln","","200000"
"54710","10751-212","25142 Birnawood","","200000"
"54711","10751-215","21304 1/2 Spring Plaza Dr","","200000"
"54712","10751-216","17527 Sauki Ln","","200000"
"54713","10751-217","17601 Madden Rd","","200000"
"54714","10751-218","22125 Kingsland Blvd","","200000"
"54715","10751-219","10302 1/2 S Fry Rd","","200000"
"54716","10751-220","9417 1/2 South Fry Rd","","200000"
"54717","10751-221","601 Promenade","","200000"
"54718","10751-222","1646 Spring Cypress Road","","200000"
"54719","10751-223","645 E Louetta Road","","200000"
"54720","10751-224","25141 Birnamwood DR","","200000"
"54721","10751-225","21323 Harvest Grove Ct","","200000"
"54722","10751-226","3330 Cypresswood Dr","","200000"
"54723","10751-227","32310 1/2 Hunt RD","","200000"
"54724","10751-228","18915 San Saba Creek","","200000"
"54725","10751-230","3060 Carizzo Springs Ct","","200000"
"54726","10751-231","20313 S Sabinal","","200000"
"54727","10751-232","6003 Theall Rd","","200000"
"54728","10751-233","30.13723, -95.31760","","200000"
"54729","10751-234","30.071660, -95.382576","","200000"
"54730","10751-235","9191 1/2 Barker Cypress Rd","","200000"
"54731","10751-236","5226 Meadow Ranch Pkwy","","200000"
"54732","10751-237","9102 Derrington Rd","","200000"
"54733","10751-238","26802 Saw Mill creek Ln","","200000"
"54734","10751-239","98035 Beacon Crossing Lane","","200000"
"54735","10751-240","197035 Tuckerton Rd","","200000"
"54736","10751-241","11423 Garden Shadows Lane","","200000"
"54737","10751-242","178345 Mound Rd","","200000"
"54738","10751-243","20103 House Hahl Rd","","200000"
"54739","10751-244","787275 Bridgeland Creek Parkway","","200000"
"54740","10751-245","193 Rock Quillwort Rd","","200000"
"54741","10751-256","28702 1/2 S Firethrone RD","","200000"
"54742","10751-260","11538 Trickey","","200000"
"54743","10751-261","115345 Novar Gardens Ave","","200000"
"54744","10751-262","17150 1/2 W Airport Blvd","","200000"
"54745","10751-263","10855 1/2 W Aliana Trace","","200000"
"54746","10751-264","16903 Madden Rd","","200000"
"54747","10751-265","12050 1/2 Aliana Trace Dr","","200000"
"54748","10751-266","176265 Sauki Ln","","200000"
"54749","10751-276","15715 Grovedale","","200000"
"54750","10751-277","26020 Fulshear-Gaston Rd East","","200000"
"54751","10751-278","26020 Fulshear-Gaston Rd West","","200000"
"54752","10751-279","26041 1/2 Fulshear-Gaston Rd East","","200000"
"54753","10751-280","19903 Franz Road","","200000"
"54754","10751-281","5401 1/2 cypresswood heights","","200000"
"54755","10751-282","3006 Summercrest Dr","","200000"
"54756","10751-283","17910 Cypress North Houston","","200000"
"54757","10751-284","3903 Bowser Road","","200000"
"54758","10751-285","FB143 Offsite Well","","200000"
"54759","10751-286","6018 Baldwin Elm","","200000"
"54760","10751-287","4510 Farmer Road","","200000"
"54761","10751-288","18955 Clay Road","","200000"
"54762","10751-289","29.896877, -95.171018","","200000"
"54763","10751-290","15660 Pennfield Point Ct","","200000"
"54764","10751-291","243005 Lisburn","","200000"
"54765","10751-292","16770 House Hahl Rd","","200000"
"54766","10751-293","20120 1/2 Plaze East blvd","","200000"
"54767","10751-294","25530 Fulshear-Gaston Rd","","200000"
"54768","10751-295","34345 McCrary Meadow Dr","","200000"
"54769","10751-296","14110 Mason Rd","","200000"
"54770","10751-300","Remington Mud #1 Sewer Treatment Plant","","200000"
"54771","10751-301","5 1/2 Huggins","","200000"
"54772","10751-302","3103 Elmgrove Knoll Dr","","200000"
"54773","10751-304","15227 1/2 Millican Falls Dr","","200000"
"54774","10751-305","4015 Vineyard Dr","","200000"
"54775","10751-306","11572 FM 362","","200000"
"54776","10751-307","7515 Hudson Oak Drive","","200000"
"54777","10751-308","1841 Fry Rd","","200000"
"54778","10751-309","100 University Boulevard","","200000"
"54779","10751-311","26109 Fulshear Gaston","","200000"
"54780","10751-312","29.92670, -95.73389","","200000"
"54781","10751-313","15050 Mc Kaskle Rd","","200000"
"54782","10751-314","126305 Will Clayton Pkwy","","200000"
"54783","10751-315","16740 E Hardy Rd","","200000"
"54784","10751-316","187275 Bridgeland CREEK Parkway","","200000"
"54785","10751-317","7439 Abbey Point","","200000"
"54786","10751-318","29.50557, -95.39056","","200000"
"54787","10751-319","11830 FM 362","","200000"
"54788","10751-320","9735 Stretch Dr","","200000"
"54789","10751-321","29.943359, -95.752355","","200000"
"54790","10751-322","478 Woodbranch Dr","","200000"
"54791","10751-323","9923 Clearstone Circle","","200000"
"54792","10751-324","29.91448, -95.68979","","200000"
"54793","10751-325","16410 Kensley Dr","","200000"
"54794","10751-326","29.774057, -95.754321","","200000"
"54795","10751-327","25039 Emporia Chase Ct","","200000"
"54796","10751-328","20019 Wood Walk Ln","","200000"
"54797","10751-329","9302 Queenston Blvd","","200000"
"54798","10751-330","7708 Grand Terrace Ct","","200000"
"54799","10751-331","17804 Madden Rd","","200000"
"54800","10751-332","12760 N Cravens RD","","200000"
"54801","10751-333","16905 Madden Rd","","200000"
"54802","10751-334","30.060615, -95.513737","","200000"
"54803","10751-335","47B Woodbranch","","200000"
"54804","10751-336","29.923850, -95.708240","","200000"
"54805","10751-337","10915 Mayberry Heights Dr","","200000"
"54806","10751-338","29.912980, -95.695810","","200000"
"54807","10751-339","29.944970, -95.687930","","200000"
"54808","10751-340","11891 Spears Gear Road","","200000"
"54809","10751-341","7350 Kings River Dr","","200000"
"54810","10751-342","7530 Capeview Crossing","","200000"
"54811","10751-343","7530 1/2 Capeview Crossing","","200000"
"54812","10751-344","20818 1/2 Sherwood Pass Ln","","200000"
"54813","10751-345","940 CUMINGS","","200000"
"54814","10751-346","4107 Westerdale Dr","","200000"
"54815","10751-347","155035 Boss Gaston Rd","","200000"
"54816","10751-348","106325 W Bellfort Blvd","","200000"
"54817","10751-349","164275 W Bellfort Blvd","","200000"
"54818","10751-350","10943 Calvary Rd","","200000"
"54819","10751-351","13030 Crosby Freeway","","200000"
"54820","10751-352","7216 Rimwood Rd","","200000"
"54821","10751-353","16473 Moss Lane","","200000"
"54822","10751-354","15306 Cypress Woods Medical Dr","","200000"
"54823","10751-355","21507 1/2 Dividing Creek Ln","","200000"
"54824","10751-356","8802 1/2 Rampart Point","","200000"
"54825","10751-357","21235 1/2 Long Meadow Farms pkwy","","200000"
"54826","10751-358","24102 Cinco Ranch Blvd","","200000"
"54827","10751-359","2902 Ivy Falls Dr","","200000"
"54828","10751-360","Elevated Storage Tank Water Plant # 1","","200000"
"54829","10751-361","3645 Vineyard Dr","","200000"
"54830","10751-362","30618 fm 1093","","200000"
"54831","10751-363","528 Mason Park Rd","","200000"
"54832","10751-364","29.77527, -95.74144","","200000"
"54833","10751-365","26047 1/2 Fulshear Gason Rd","","200000"
"54834","10751-366","28304 1/2 Firethorne Rd","","200000"
"54835","10751-367","32731 Whitburn Trl","","200000"
"54836","10751-368","5302 WIndrush St","","200000"
"54837","10751-369","290025 FM 1093 Rd","","200000"
"54838","10751-370","19539 1/2 Rock Quilwort Rd","","200000"
"54839","10751-371","1903 Ridge Hollow","","200000"
"54840","10751-372","2631 Greenhouse Rd","","200000"
"54841","10751-401","5931 Brittmoore Rd","","200000"
"54842","10751-402","16502 E Hardy Rd","","200000"
"54843","12721-101","707 NW Mustang Dr","","110000"
"54844","12721-102","6206 South County Road 1270","","110000"
"54845","12721-103","2006 Oil Mill Rd","","110000"
"54846","12721-104","2214 SCR 1245","","110000"
"54847","10760-101","13285 Hwy 146 S","","25000"
"54848","10760-102","13315 TX-146","","25000"
"54849","12255-101","915 S 3rd Street","","12500"
"54850","11940-100","29.31677, -94.81561","","90000"
"54851","11940-101","29.56934, -95.10222","","90000"
"54852","11940-102","29.69589, -95.39697","","90000"
"54853","11940-103","14000 University Blvd","","90000"
"54854","11940-105","1902 Old Spanish Trail","","90000"
"54855","11940-106","1930 Old Spanish Trail","","90000"
"54856","11940-107","7777 Knight rd","","90000"
"54857","11940-110","2101 Nasa Parkway","","90000"
"54858","11940-111","5804 Lockwood Drive","","90000"
"54860","11794-101","11998 Hwy 59","","25000"
"54861","12311-101","14130 Henry Rd","","25000"
"54864","12260-101","29.97074, -94.90710","","80000"
"54865","12260-102","4402 Garvie Rd","","80000"
"54866","12712-101","13609 Industrial Rd 5 Bldg 5E","","50000"
"54867","12209-101","8010 S 1st Avenue","","100000"
"54868","12209-102","13850 University Blvd","","100000"
"54869","12209-103","14649 Almeda School Road","","100000"
"54870","12209-105","8 Asbury Place","","100000"
"54871","12209-106","1400 Jefferson Rd","","100000"
"54872","12209-107","11666 Port Road","","100000"
"54873","12209-108","20106 Clear Ridge Ln","","100000"
"54874","12209-109","15140 Henry Road","","100000"
"54875","12209-110","29.431760,-95.062220","","100000"
"54876","12209-111","13114 Tesla Road","","100000"
"54877","12209-112","29.74934, -93.90714","","100000"
"54878","12209-113","30.4769444, -94.3938056","","100000"
"54879","10828-101","25370 FM 2090 Rd","","70000"
"54880","10828-102","13436 Kennedy Dr","","70000"
"54881","10830-101","929 Gessner Rd","","60000"
"54882","10830-102","21855 E Hammond Dr","","60000"
"54883","10830-103","7943 E Evans Rd","","60000"
"54884","10830-104","13215 Oak Forest Dr","","60000"
"54885","10830-105","1200 Travis St","","60000"
"54886","10830-106","32259 Morton Rd","","60000"
"54887","10830-107","900 W Rankin Rd","","60000"
"54888","10830-108","9115 Kirby Dr","","60000"
"54889","10830-109","5000 Cypresswood Drive","","60000"
"54890","10830-110","2200 Patterson St","","60000"
"54891","10839-101","23330 Eastex Freeway","","25000"
"54892","10840-101","2625 Mills Branch Dr","","25000"
"54893","12415-101","3320 Pasadena Blvd","","35000"
"54894","10842-101","2002 SW Mustang Drive","","85000"
"54895","12472-101","908 FM 2457","","60000"
"54896","12241-101","572 Beach Airport Rd","","60000"
"54897","12708-101","17802 Highway 59 N","","25000"
"54898","12459-101","1015 Lakeside Drive","","35000"
"54899","12452-101","329 FM 1724","","35000"
"54900","10866-101","1300 Main St","","50000"
"54901","10866-102","1320 Travis Street","","50000"
"54902","12259-101","8500 W Bay Road","","100000"
"54903","10886-101","1503 Industrial Drive","","90000"
"54904","10886-102","1700 Hwy 90 E","","90000"
"54905","12779-101","7705 West Bay Road","","12500"
"54906","12410-101","13131 West Little York","","25000"
"54907","12410-102","17919 Strack Farm Rd","","25000"
"54908","12410-103","17475 Saturn Ln","","25000"
"54910","12084-101","5301 W Duval Rd","","35000"
"54911","12084-102","5250 Prue Rd","","35000"
"54912","12084-103","2321 Sandorna Court","","35000"
"54913","12084-104","11200 Lakeline Mall Drive","","35000"
"54914","12084-105","100 Taylor Street","","35000"
"54915","12084-106","5600 Schertz Parkway","","35000"
"54916","12084-107","506 San Jacinto Blvd","","35000"
"54917","12084-108","725 Marlandwood Rd","","35000"
"54918","12797-101","17475 Saturn Ln","","40000"
"54920","12468-101","5524 Neiman Rd","","12500"
"54921","10910-101","5200 Blue Mound rd","","25000"
"54922","10910-102","4210 S Congress Ave","","25000"
"54923","10912-101","4157 7th Street","","25000"
"54924","10912-102","16703 Golf Club Dr","","25000"
"54925","10912-103","1420 Golf Course Road","","25000"
"54926","10912-104","602 Avenue D","","25000"
"54927","10912-105","13736 N Eldridge","","25000"
"54928","10912-106","16010 Northview Park","","25000"
"54929","10912-108","596 Palm Street","","25000"
"54930","10912-110","14106 Old Richmond Rd","","25000"
"54931","10912-111","1345 Taft Ave","","25000"
"54932","10912-112","8030 Vintage Creek Drive","","25000"
"54933","12536-101","3500 N Terminal Road","","100000"
"54934","12536-103","18688 Lee Rd","","100000"
"54935","12536-104","29.982000, -95.348960","","100000"
"54936","10919-101","1025 Airport Pkwy SW","","90000"
"54937","10919-111","106 Metairie Lawn Drive","","90000"
"54938","10919-112","13249 Airlines HWY","","90000"
"54939","10919-113","37134 Hwy 30","","90000"
"54940","10919-114","3900 Desire Pkwy","","90000"
"54941","10919-115","15900 Industry Way","","90000"
"54942","10919-116","500 Colony Park Dr","","90000"
"54943","10919-117","3191 Webster Ln","","90000"
"54944","10919-108","307 Walker Circle","","90000"
"54945","10919-102","8759 E 5th Street","","90000"
"54946","10919-103","1224 S Hwy 67","","90000"
"54947","10919-104","1540 LaSalle Pkwy","","90000"
"54948","10919-105","1600 N Rabb Rd","","90000"
"54949","10919-106","2811 FM 1568","","90000"
"54950","10919-107","2861 FM 2602","","90000"
"54951","10919-109","767 Hwy 79 W","","90000"
"54952","10919-118","21303 FM 2252","","90000"
"54953","10919-119","1975 SW 860","","90000"
"54954","10919-120","15206 Kuykendahl Rd","","90000"
"54955","10919-121","1302 Pavilion Ave","","90000"
"54956","10919-122","3504 E Central Texas Expressway","","90000"
"54957","10919-123","500 w Lyndale Dr","","90000"
"54958","10919-124","29.3222214 , -103.207240","","90000"
"54959","10919-125","29.147757, -103.508307","","90000"
"54960","10919-126","29.191965 , -102.963325","","90000"
"54961","12790-101","3599 North Terminal Rd","","25000"
"54962","10927-101","6441 Bingle Road","","50000"
"54963","10935-101","6219 Jensen Drive","","50000"
"54964","10935-102","4900 North Freeway Service Rd","","50000"
"54965","10935-103","6019 Golds St","","50000"
"54966","10935-104","24003 US Hwy 59","","50000"
"54967","10937-101","691 Corporate Circle","","25000"
"54968","10937-102","1701 A Spenser Rd","","25000"
"54969","10937-103","11010 Switzer Ave","","25000"
"54970","10937-104","2711 Highway 87 S","","25000"
"54971","10937-105","30.0704540, -93.7764220","","25000"
"54972","12557-101","29.841058, -95.094507","","25000"
"54973","12557-102","2734 Highland Shores Dr","","25000"
"54974","12557-104","29.754208, -95.129916","","25000"
"54975","12557-106","29.8390007, -95.0993273","","25000"
"54976","12557-107","29.839000,-95.099333","","25000"
"54977","12557-108","29.7508956, -95.1290659","","25000"
"54978","12557-109","29'45'032 N 95'07'446'W","","25000"
